City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,san felice circeo,41.2372,13.0942,82.58,63,0,3.71,IT,1692675826
362,altay,47.8667,88.1167,76.37,31,0,5.46,CN,1692675826
363,pecos,31.4229,-103.4932,89.31,47,0,0.0,US,1692675827
364,priozersk,61.0393,30.1291,61.95,91,100,4.7,RU,1692675663
365,karor,31.2274,70.9492,106.0,21,5,10.11,PK,1692675827
366,pacific grove,36.6177,-121.9166,68.67,87,45,8.99,US,1692675827
367,bikenibeu village,1.3673,173.1241,87.76,70,20,6.91,KI,1692675827
368,kaya,13.0917,-1.0844,77.45,79,52,6.06,BF,1692675827
369,pangody,65.85,74.4859,57.11,61,99,5.91,RU,1692675827
370,red hill,33.9996,-79.2581,84.06,73,77,4.72,US,1692675828
371,cidade velha,14.9167,-23.6167,79.27,89,20,2.3,CV,1692675828
372,archangelos,36.2149,28.1149,77.31,72,0,2.68,GR,1692675828
373,pomerode,-26.7406,-49.1769,58.91,99,22,0.83,BR,1692675828
374,saint-philippe,-21.3585,55.7679,67.12,82,43,8.19,RE,1692675828
375,palmer,42.1584,-72.3287,74.57,73,75,11.5,US,1692675676
376,loikaw,19.6742,97.2094,78.12,76,100,3.47,MM,1692675828
377,laguna,38.421,-121.4238,76.32,71,0,12.66,US,1692675828
378,lorengau,-2.0226,147.2712,82.35,81,69,12.37,PG,1692675829
379,miri,4.4148,114.0089,89.74,70,40,4.61,MY,1692675829
380,yarmouth,41.7057,-70.2286,72.0,91,75,11.01,US,1692675564
381,sathyamangalam,11.5167,77.25,84.9,61,95,1.19,IN,1692675829
382,caucete,-31.6518,-68.2811,65.39,24,10,9.86,AR,1692675829
383,tafresh,34.692,50.013,74.34,25,2,2.24,IR,1692675829
384,kingscliff,-28.2667,153.5667,78.73,60,0,17.27,AU,1692675829
385,hung yen,20.65,106.0667,90.95,63,100,2.77,VN,1692675830
386,vobarno,45.6401,10.5035,78.3,69,0,5.91,IT,1692675830
387,fale old settlement,-9.3852,-171.2468,82.53,77,56,21.63,TK,1692675830
388,tsiombe,-25.3,45.4833,64.54,88,1,4.54,MG,1692675830
389,sant lluis,39.8526,4.2594,75.6,100,0,1.14,ES,1692675830
390,ingeniero jacobacci,-41.3427,-69.5448,33.66,80,6,17.76,AR,1692675830
391,ghormach,35.7306,63.7826,83.53,27,0,11.48,AF,1692675830
392,mount pearl,47.5166,-52.7813,65.14,91,75,14.97,CA,1692675831
393,ribas do rio pardo,-20.4431,-53.7592,73.51,58,9,3.27,BR,1692675831
394,ambalangoda,6.2355,80.0538,83.82,72,68,10.4,LK,1692675831
395,new norfolk,-42.7826,147.0587,51.93,90,100,2.42,AU,1692675831
396,ginir,7.1333,40.7,61.14,77,91,9.35,ET,1692675831
397,kovvur,17.0167,81.7333,88.05,84,40,12.66,IN,1692675831
398,wanning,18.8003,110.3967,89.82,64,84,8.95,CN,1692675832
399,muzambinho,-21.3758,-46.5256,58.57,69,0,1.34,BR,1692675563
400,darwin,-12.4611,130.8418,89.58,33,0,10.36,AU,1692675685
401,kiselevsk,53.99,86.6621,64.74,72,51,4.81,RU,1692675832
402,hammerfest,70.6634,23.6821,50.45,93,75,4.61,NO,1692675832
403,belle fourche,44.6714,-103.8522,81.34,71,0,6.4,US,1692675832
404,huarmey,-10.0681,-78.1522,67.95,85,64,6.58,PE,1692675832
405,korla,41.7597,86.1469,87.96,16,0,6.73,CN,1692675832
406,ar ruways,24.1103,52.7306,91.85,60,16,6.22,AE,1692675833
407,leua,48.2156,18.6071,73.49,65,30,2.53,SK,1692675833
408,ballymena,54.8636,-6.2763,61.03,96,99,11.16,GB,1692675833
409,palapye,-22.546,27.1251,64.94,31,0,1.39,BW,1692675833
410,monte alegre,-2.0078,-54.0692,80.64,60,17,5.77,BR,1692675614
411,an nimas,19.1455,42.1201,67.75,47,62,6.06,SA,1692675833
412,poulsbo,47.7359,-122.6465,71.42,65,10,2.04,US,1692675616
413,igarka,67.4667,86.5833,56.41,85,99,8.1,RU,1692675833
414,general conesa,-40.1,-64.4333,50.58,42,100,21.52,AR,1692675833
415,west bay,19.3667,-81.4167,86.07,79,20,10.36,KY,1692675834
416,lihue,21.9789,-159.3672,85.59,73,75,13.8,US,1692675551
417,kayangel,8.0823,134.7173,82.81,76,77,14.45,PW,1692675834
418,batang,-6.4846,110.7083,88.52,49,6,7.52,ID,1692675834
419,jinghong,21.991,100.7341,86.72,58,100,3.24,CN,1692675834
420,mohr,54.3528,9.7167,63.1,92,75,2.3,DE,1692675834
421,skadovs'k,46.1161,32.9112,76.3,61,0,7.47,UA,1692675834
422,kruisfontein,-34.0033,24.7314,45.88,88,6,4.65,ZA,1692675834
423,lebu,-37.6167,-73.65,49.19,88,100,9.13,CL,1692675835
424,douglas,41.3,-96.167,87.6,85,0,8.05,US,1692675669
425,karratha,-20.7377,116.8463,80.87,33,0,9.53,AU,1692675835
426,naha,26.2125,127.6811,91.67,74,20,9.22,JP,1692675835
427,la'ie,21.6477,-157.9253,87.76,76,13,13.62,US,1692675835
428,santa cruz,-17.8,-63.1667,78.26,83,99,11.5,BO,1692675835
429,obuase,6.206,-1.6619,71.83,99,100,2.62,GH,1692675836
430,berdigestyakh,62.0989,126.6992,60.48,43,86,7.9,RU,1692675836
431,detroit lakes,46.8172,-95.8453,69.85,82,100,11.5,US,1692675836
432,nuuk,64.1835,-51.7216,52.41,66,100,9.22,GL,1692675836
433,westport,41.1415,-73.3579,78.91,89,100,5.99,US,1692675627
434,san antonio de pale,-1.4014,5.6325,73.33,89,100,10.27,GQ,1692675836
435,arraial do cabo,-22.9661,-42.0278,69.69,82,0,2.95,BR,1692675836
436,thinadhoo,0.5333,72.9333,82.27,76,81,12.15,MV,1692675836
437,johnstown,40.3267,-78.922,75.54,91,20,6.91,US,1692675837
438,male,4.1748,73.5089,85.95,74,75,6.91,MV,1692675837
439,saint-pierre,-21.3393,55.4781,69.57,68,0,9.22,RE,1692675837
440,xining,36.6167,101.7667,67.24,44,20,2.8,CN,1692675837
441,macia,-25.0269,33.0989,65.84,75,0,1.7,MZ,1692675837
442,nar'yan-mar,67.6713,53.087,45.09,87,92,9.08,RU,1692675837
443,vila do maio,15.1333,-23.2167,79.59,79,90,6.17,CV,1692675838
444,peace river,56.2501,-117.286,64.71,59,20,5.75,CA,1692675691
445,vila franca do campo,37.7167,-25.4333,68.41,86,49,8.19,PT,1692675838
446,minas de marcona,-15.2119,-75.1103,59.32,70,4,5.64,PE,1692675838
447,kupang,-10.1667,123.5833,88.38,37,40,17.27,ID,1692675838
448,venice,27.0998,-82.4543,84.97,88,0,9.22,US,1692675440
449,soio,-6.1349,12.3689,71.37,94,97,5.57,AO,1692675838
450,vorkuta,67.5,64.0,56.05,59,98,9.93,RU,1692675558
451,glendive,47.1053,-104.7125,67.62,88,100,10.36,US,1692675839
452,el triunfo,-1.9333,-79.9667,78.84,80,95,5.95,EC,1692675839
453,fort polk south,31.0511,-93.2158,91.62,51,20,5.75,US,1692675839
454,norilsk,69.3535,88.2027,58.42,80,100,3.24,RU,1692675839
455,ust'-ilimsk,58.0006,102.6619,64.49,64,100,3.09,RU,1692675839
456,tadine,-21.55,167.8833,70.11,65,100,15.19,NC,1692675839
457,alofi,-19.0595,-169.9187,80.49,69,75,6.91,NU,1692675839
458,george town,5.4112,100.3354,87.73,73,40,10.36,MY,1692675800
459,kasongo-lunda,-6.4667,16.8167,70.23,81,0,2.19,CD,1692675839
460,karanganom,-7.6489,110.625,87.78,44,8,8.05,ID,1692675840
461,qujing,25.4833,103.7833,73.22,70,100,2.24,CN,1692675779
462,kahama,-3.8333,32.6,65.89,50,30,4.97,TZ,1692675840
463,fisterra,42.9049,-9.2629,70.75,90,41,13.31,ES,1692675840
464,jayapura,-2.5333,140.7,94.39,69,56,8.5,ID,1692675840
465,golfito,8.639,-83.166,75.22,98,100,1.54,CR,1692675594
466,solnechnyy,50.7214,136.6319,63.03,91,100,4.27,RU,1692675840
467,gamboma,-1.8764,15.8644,74.39,82,49,4.54,CG,1692675840
468,luderitz,-26.6481,15.1594,54.63,92,0,4.74,NA,1692675841
469,igualada,41.581,1.6172,81.95,68,35,2.06,ES,1692675841
470,maranding,7.9248,123.7715,84.97,72,97,4.72,PH,1692675841
471,tisul',55.7611,88.3122,65.98,76,83,0.96,RU,1692675841
472,sao vicente,-23.9631,-46.3919,75.38,26,0,2.82,BR,1692675841
473,east london,-33.0153,27.9116,50.94,93,0,5.75,ZA,1692675841
474,thurso,58.5927,-3.5259,59.25,91,48,7.25,GB,1692675841
475,kamen'-rybolov,44.7481,132.0403,73.33,95,100,10.38,RU,1692675842
476,puerto real,36.5282,-6.1901,77.25,55,31,12.8,ES,1692675842
477,hasaki,35.7333,140.8333,92.3,78,49,9.78,JP,1692675842
478,hilo,19.7297,-155.09,81.28,89,100,5.75,US,1692675703
479,daru,-9.0763,143.2092,79.84,72,92,15.37,PG,1692675843
480,inhambane,-23.865,35.3833,69.06,93,11,9.71,MZ,1692675843
481,karyes,37.3,22.5,73.2,34,0,16.87,GR,1692675843
482,hemsby,52.6971,1.6918,60.08,92,30,9.8,GB,1692675843
483,riversdale,18.1659,-76.9642,85.86,83,17,5.1,JM,1692675843
484,nikol'sk,53.7189,46.0712,58.93,64,100,4.99,RU,1692675844
485,enewetak,11.3474,162.3373,83.68,76,100,11.45,MH,1692675844
486,nea kallikrateia,40.3167,23.0667,83.26,50,1,11.01,GR,1692675844
487,pemangkat,1.1667,108.9667,83.23,71,100,7.31,ID,1692675844
488,horodok,49.1637,26.5839,64.11,63,35,6.82,UA,1692675844
489,manta,-0.95,-80.7333,78.01,78,40,17.0,EC,1692675742
490,jamaame,0.0697,42.745,76.78,83,52,10.11,SO,1692675845
491,tshabong,-26.05,22.45,47.59,30,0,5.91,BW,1692675845
492,port douglas,-16.4833,145.4667,75.13,64,16,12.21,AU,1692675846
493,tyukhtet,56.5389,89.3011,62.94,84,97,2.55,RU,1692675846
494,morsi,21.3392,78.0131,80.37,76,95,6.58,IN,1692675846
495,kanel,15.4916,-13.1763,81.64,72,95,14.27,SN,1692675847
496,jhargram,22.45,86.9833,87.85,69,100,4.34,IN,1692675847
497,heroica caborca,30.7167,-112.15,82.85,52,60,12.82,MX,1692675847
498,suva,-18.1416,178.4415,74.68,83,75,12.66,FJ,1692675847
499,trosa,58.8962,17.5481,58.35,86,27,9.75,SE,1692675847
500,awjilah,29.1081,21.2869,80.83,41,0,4.09,LY,1692675848
501,geraldton,-28.7667,114.6,66.61,59,1,6.91,AU,1692675848
502,espoo,60.25,24.6667,60.08,96,75,4.0,FI,1692675848
503,horta,38.5333,-28.6333,65.01,73,17,8.99,PT,1692675848
504,tete,-16.1564,33.5867,62.69,63,0,0.0,MZ,1692675849
505,thulamahashi,-24.7246,31.1994,66.9,36,0,5.01,ZA,1692675849
506,dhromolaxia,34.8755,33.5868,81.99,82,20,4.61,CY,1692675849
507,mogadishu,2.0371,45.3438,76.87,94,75,9.22,SO,1692675801
508,kapren,25.4167,76.0667,87.78,66,99,7.87,IN,1692675849
509,auki,-8.7676,160.7034,75.58,95,100,4.34,SB,1692675850
510,santa elena de uairen,4.6167,-61.1333,67.24,78,57,1.77,VE,1692675850
511,sumenep,-7.0167,113.8667,84.78,62,23,15.32,ID,1692675651
512,fort mcmurray,56.7268,-111.381,65.71,52,0,6.91,CA,1692675850
513,porto novo,6.4965,2.6036,78.62,95,44,4.36,BJ,1692675851
514,geiro,-6.15,36.8667,57.34,94,4,3.76,TZ,1692675851
515,kehychivka,49.2866,35.7615,64.53,81,0,4.7,UA,1692675851
516,pitimbu,-7.4706,-34.8086,73.99,80,48,11.83,BR,1692675851
517,dryden,49.7833,-92.7503,62.89,77,100,4.61,CA,1692675745
518,magalia,39.8121,-121.5783,71.15,89,65,3.87,US,1692675851
519,kenai,60.5544,-151.2583,60.89,89,0,8.05,US,1692675852
520,dwarka,22.2394,68.9678,81.88,77,98,15.64,IN,1692675852
521,kota kinabalu,5.9749,116.0724,89.58,70,20,5.01,MY,1692675852
522,yuzhno-kurilsk,44.0306,145.8556,68.32,96,100,7.56,RU,1692675852
523,haikou,20.0458,110.3417,89.73,70,75,4.47,CN,1692675852
524,recani,31.2846,-4.2688,83.55,21,4,8.19,MA,1692675852
525,howrah,22.5892,88.3103,87.8,79,75,6.91,IN,1692675853
526,gallup,35.5281,-108.7426,75.04,27,0,9.22,US,1692675787
527,malango,-2.9627,119.9001,82.74,53,49,5.08,ID,1692675853
528,naryshkino,52.9678,35.7268,59.86,81,74,4.88,RU,1692675853
529,general levalle,-34.0147,-63.9241,56.62,63,5,18.77,AR,1692675853
530,usogorsk,63.4106,48.6872,42.44,95,92,6.62,RU,1692675853
531,kollo,13.3043,2.339,79.23,77,86,6.26,NE,1692675853
532,sokcho,38.2083,128.5911,83.01,74,75,4.61,KR,1692675854
533,paungde,18.4833,95.5,85.42,75,100,7.58,MM,1692675854
534,kattivakkam,13.2167,80.3167,82.49,63,97,13.71,IN,1692675854
535,can,40.0333,27.0524,69.06,97,16,6.04,TR,1692675854
536,bochum,51.4833,7.2167,65.68,82,21,5.01,DE,1692675854
537,brassall,-27.5975,152.7475,80.33,42,40,6.91,AU,1692675854
538,katsuren-haebaru,26.3369,127.8719,91.78,62,40,9.22,JP,1692675854
539,lincoln city,44.9582,-124.0179,61.86,85,4,4.0,US,1692675569
540,whitecourt,54.1502,-115.6855,61.84,88,75,5.75,CA,1692675855
541,kurayoshi,35.4333,133.8167,93.11,62,18,3.42,JP,1692675855
542,mastacani,45.7833,28.0333,74.57,53,0,8.08,RO,1692675855
543,perryville,37.7242,-89.8612,84.29,100,0,3.44,US,1692675856
544,shimoda,34.6667,138.95,88.16,74,53,12.17,JP,1692675856
545,toliara,-23.35,43.6667,67.87,67,0,3.44,MG,1692675856
546,tromso,69.6496,18.957,53.62,87,75,2.3,NO,1692675856
547,acarau,-2.8856,-40.12,77.92,83,72,16.73,BR,1692675856
548,dondo,-19.6094,34.7431,63.36,93,4,5.68,MZ,1692675856
549,idrinskoye,54.3708,92.1358,68.32,69,33,5.93,RU,1692675857
550,gurabo,18.2544,-65.9729,78.42,92,100,1.01,PR,1692675857
551,yanchep,-31.55,115.6833,65.61,57,70,4.74,AU,1692675857
552,east ballina,-28.8667,153.5833,75.79,58,3,14.65,AU,1692675857
553,usinsk,65.9939,57.5281,47.14,81,94,8.19,RU,1692675857
554,abatskoye,56.2875,70.4555,63.12,70,21,9.48,RU,1692675857
555,nantucket,41.2835,-70.0995,72.0,76,100,3.44,US,1692675649
556,pisco,-13.7,-76.2167,66.25,82,0,10.36,PE,1692675859
557,eraan,9.0629,117.7016,86.13,65,100,4.47,PH,1692675859
558,fria,10.4167,-13.5833,71.22,98,90,1.41,GN,1692675859
559,florida ridge,27.5803,-80.3867,84.94,83,0,5.75,US,1692675859
560,kyren,51.6828,102.1408,65.59,56,81,3.47,RU,1692675859
561,tangalle,6.024,80.7911,86.16,65,100,11.7,LK,1692675860
562,zaozersk,69.4005,32.4476,47.79,90,100,2.42,RU,1692675860
563,kill devil hills,36.0307,-75.676,82.98,86,0,9.22,US,1692675722
564,sahibganj,25.25,87.65,90.41,64,93,5.93,IN,1692675860
565,katabu,-4.9333,122.5167,89.46,42,51,7.78,ID,1692675860
566,masterton,-40.9597,175.6575,53.89,62,25,4.5,NZ,1692675860
567,rio largo,-9.4783,-35.8533,73.85,94,75,1.14,BR,1692675860
568,port blair,11.6667,92.75,78.84,94,75,4.61,IN,1692675861
569,nueve de julio,-35.4444,-60.8831,52.97,87,98,11.01,AR,1692675797
570,ternate,0.8,127.4,81.81,77,100,11.1,ID,1692675861
571,redlands,34.0556,-117.1825,74.19,76,20,11.5,US,1692675618
572,bam,29.106,58.357,89.8,14,0,8.03,IR,1692675861
573,ntcheu,-14.8203,34.6359,61.92,51,0,1.39,MW,1692675861
574,hotan,37.0997,79.9269,89.35,13,52,4.54,CN,1692675861
